tax_specie	Genomic.bins	classification	abundance	completeness	contamination	N50	binner	sample	tax_family	totalTPM	relative_abund	binID	binID_new	size
11	Alloclostridium_intestinigallinarum	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__Alloclostridium;s__Alloclostridium intestinigallinarum	42.188527	80.38	4.481	2852	binsB	SRR22360839	UBA3700	470.4241995	0.089681880831898	SRR22360839_bin.13	Alloclostridium_intestinigallinarum_pooled	2122584
12	Alloclostridium_intestinigallinarum	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__Alloclostridium;s__Alloclostridium intestinigallinarum	161.855566	80.38	4.481	2852	binsB	SRR22360822	UBA3700	1382.117407	0.117106958627575	SRR22360822_bin.17	Alloclostridium_intestinigallinarum_pooled	2122584
13	Alloclostridium_intestinigallinarum	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__Alloclostridium;s__Alloclostridium intestinigallinarum	22.103769	80.38	4.481	2852	binsB	SRR22360824	UBA3700	1413.643515	0.0156360275879029	SRR22360824_bin.22	Alloclostridium_intestinigallinarum_pooled	2122584
14	Alloclostridium_intestinigallinarum	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__Alloclostridium;s__Alloclostridium intestinigallinarum	10.889596	80.38	4.481	2852	binsB	SRR22360829	UBA3700	1126.756196	0.00966455391029418	SRR22360829_bin.11	Alloclostridium_intestinigallinarum_pooled	2122584
15	Alloclostridium_intestinigallinarum	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__Alloclostridium;s__Alloclostridium intestinigallinarum	53.2669	80.38	4.481	2852	binsB	SRR22360827	UBA3700	922.3996105	0.0577481813669955	SRR22360827_bin.7	Alloclostridium_intestinigallinarum_pooled	2122584
16	Alloclostridium_intestinigallinarum	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__Alloclostridium;s__Alloclostridium intestinigallinarum	18.11493	80.38	4.481	2852	binsB	SRR22360831	UBA3700	1501.589846	0.0120638335749641	SRR22360831_bin.12	Alloclostridium_intestinigallinarum_pooled	2122584
17	Alloclostridium_intestinigallinarum	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__Alloclostridium;s__Alloclostridium intestinigallinarum	27.6929755	80.38	4.481	2852	binsB	SRR22360830	UBA3700	1160.43396	0.0238643270143525	SRR22360830_bin.11	Alloclostridium_intestinigallinarum_pooled	2122584
18	Alloclostridium_intestinigallinarum	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__Alloclostridium;s__Alloclostridium intestinigallinarum	18.37648	80.38	4.481	2852	binsB	SRR22360832	UBA3700	1394.929241	0.0131737721598167	SRR22360832_bin.31	Alloclostridium_intestinigallinarum_pooled	2122584
19	Alloclostridium_intestinigallinarum	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__Alloclostridium;s__Alloclostridium intestinigallinarum	32.93495	80.38	4.481	2852	binsB	SRR22360833	UBA3700	855.4609775	0.0384996520779348	SRR22360833_bin.30	Alloclostridium_intestinigallinarum_pooled	2122584
20	Alloclostridium_intestinigallinarum	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__Alloclostridium;s__Alloclostridium intestinigallinarum	493.685628	80.38	4.481	2852	binsB	SRR22360821	UBA3700	1747.3231655	0.282538249218902	SRR22360821_bin.15	Alloclostridium_intestinigallinarum_pooled	2122584
21	Anaerofilum_faecale	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerofilum;s__Anaerofilum faecale	24.560236	81.48	1.02	9344	binsAB	SRR22360839	Ruminococcaceae	470.4241995	0.0522087002031451	SRR22360839_bin.10	Anaerofilum_faecale_pooled	1981222
22	Anaerofilum_faecale	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerofilum;s__Anaerofilum faecale	10.846248	81.48	1.02	9344	binsAB	SRR22360833	Ruminococcaceae	855.4609775	0.0126788343188921	SRR22360833_bin.22	Anaerofilum_faecale_pooled	1981222
23	Anaeromassilibacillus_stercoravium	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Anaeromassilibacillus;s__Anaeromassilibacillus stercoravium	10.635487	92.76	2.572	9918	binsAB	SRR22360817	Acutalibacteraceae	1099.0693645	0.00967681144023008	SRR22360817_bin.8	Anaeromassilibacillus_stercoravium_pooled	2335294
24	Anaeromassilibacillus_stercoravium	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Anaeromassilibacillus;s__Anaeromassilibacillus stercoravium	20.094322	92.76	2.572	9918	binsAB	SRR22360819	Acutalibacteraceae	732.1047085	0.0274473333755372	SRR22360819_bin.27	Anaeromassilibacillus_stercoravium_pooled	2335294
25	Anaeromassilibacillus_stercoravium	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Anaeromassilibacillus;s__Anaeromassilibacillus stercoravium	5.80634	92.76	2.572	9918	binsAB	SRR22360825	Acutalibacteraceae	952.0109665	0.00609902638133108	SRR22360825_bin.22	Anaeromassilibacillus_stercoravium_pooled	2335294
26	Anaeromassilibacillus_stercoravium	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Anaeromassilibacillus;s__Anaeromassilibacillus stercoravium	12.834134	92.76	2.572	9918	binsAB	SRR22360816	Acutalibacteraceae	521.234779	0.0246225588104895	SRR22360816_bin.11	Anaeromassilibacillus_stercoravium_pooled	2335294
27	Anaeromassilibacillus_stercoravium	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Anaeromassilibacillus;s__Anaeromassilibacillus stercoravium	20.429011	92.76	2.572	9918	binsAB	SRR22360830	Acutalibacteraceae	1160.43396	0.0176046304263622	SRR22360830_bin.3	Anaeromassilibacillus_stercoravium_pooled	2335294
28	Anaeromassilibacillus_stercoravium	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Anaeromassilibacillus;s__Anaeromassilibacillus stercoravium	11.104697	92.76	2.572	9918	binsAB	SRR22360844	Acutalibacteraceae	772.148354	0.0143815588577943	SRR22360844_bin.24	Anaeromassilibacillus_stercoravium_pooled	2335294
29	Anaerotignum_lactatifermentans	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum lactatifermentans	19.4732	89.01	2.208	6945	binsB	SRR22360830	Anaerotignaceae	1160.43396	0.016780963562976	SRR22360830_bin.12	Anaerotignum_lactatifermentans_pooled	2421073
30	Anaerotignum_lactatifermentans	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum lactatifermentans	7.817293	89.01	2.208	6945	binsB	SRR22360822	Anaerotignaceae	1382.117407	0.00565602673145408	SRR22360822_bin.22	Anaerotignum_lactatifermentans_pooled	2421073
31	Anaerotignum_lactatifermentans	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum lactatifermentans	4.630578	89.01	2.208	6945	binsB	SRR22360816	Anaerotignaceae	521.234779	0.00888386229499855	SRR22360816_bin.16	Anaerotignum_lactatifermentans_pooled	2421073
32	Anaerotignum_lactatifermentans	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum lactatifermentans	5.342045	89.01	2.208	6945	binsB	SRR22360833	Anaerotignaceae	855.4609775	0.0062446390197851	SRR22360833_bin.9	Anaerotignum_lactatifermentans_pooled	2421073
33	Anaerotignum_merdipullorum	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum merdipullorum	6.782514	95.97	0.671	49200	binsA	SRR22360827	Anaerotignaceae	922.3996105	0.00735311888989571	SRR22360827_bin.23	Anaerotignum_merdipullorum_pooled	2279313
34	Anaerotignum_merdipullorum	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum merdipullorum	8.919192	95.97	0.671	49200	binsA	SRR22360844	Anaerotignaceae	772.148354	0.0115511377493657	SRR22360844_bin.1	Anaerotignum_merdipullorum_pooled	2279313
35	Anaerotignum_merdipullorum	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum merdipullorum	6.202293	95.97	0.671	49200	binsA	SRR22360825	Anaerotignaceae	952.0109665	0.00651493860706488	SRR22360825_bin.13	Anaerotignum_merdipullorum_pooled	2279313
36	Anaerotignum_merdipullorum	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum merdipullorum	7.619638	95.97	0.671	49200	binsA	SRR22360817	Anaerotignaceae	1099.0693645	0.00693280901653228	SRR22360817_bin.12	Anaerotignum_merdipullorum_pooled	2279313
37	Anaerotignum_sp944384295	concoct_bin.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum sp944384295	9.802072	84.71	2.745	4870	binsB	SRR22360829	Anaerotignaceae	1126.756196	0.00869937261920324	SRR22360829_bin.10	Anaerotignum_sp944384295_pooled	1937908
38	Anaerotignum_sp944384295	concoct_bin.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum sp944384295	41.2660155	84.71	2.745	4870	binsB	SRR22360843	Anaerotignaceae	793.533533	0.0520028628708246	SRR22360843_bin.8	Anaerotignum_sp944384295_pooled	1937908
39	Anaerotruncus_colihominis	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus colihominis	21.233842	95.74	2.293	11556	binsA	SRR22360834	Ruminococcaceae	921.189509	0.0230504600763967	SRR22360834_bin.9	Anaerotruncus_colihominis_pooled	2843981
40	Anaerotruncus_colihominis	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus colihominis	11.0968305	95.74	2.293	11556	binsA	SRR22360822	Ruminococcaceae	1382.117407	0.00802886241342303	SRR22360822_bin.13	Anaerotruncus_colihominis_pooled	2843981
41	Anaerotruncus_colihominis	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus colihominis	44.68883	95.74	2.293	11556	binsA	SRR22360818	Ruminococcaceae	1520.1778195	0.0293971069875882	SRR22360818_bin.11	Anaerotruncus_colihominis_pooled	2843981
42	Anaerotruncus_colihominis	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus colihominis	189.247106	95.74	2.293	11556	binsA	SRR22360814	Ruminococcaceae	1214.0755	0.155877543035833	SRR22360814_bin.22	Anaerotruncus_colihominis_pooled	2843981
43	Anaerotruncus_colihominis	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus colihominis	11.565081	95.74	2.293	11556	binsA	SRR22360817	Ruminococcaceae	1099.0693645	0.0105226124697428	SRR22360817_bin.6	Anaerotruncus_colihominis_pooled	2843981
44	Anaerotruncus_colihominis	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus colihominis	28.45882	95.74	2.293	11556	binsA	SRR22360845	Ruminococcaceae	944.16381	0.030141824647992	SRR22360845_bin.4	Anaerotruncus_colihominis_pooled	2843981
45	Anaerotruncus_colihominis	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus colihominis	11.669151	95.74	2.293	11556	binsA	SRR22360824	Ruminococcaceae	1413.643515	0.00825466312841961	SRR22360824_bin.6	Anaerotruncus_colihominis_pooled	2843981
46	Anaerotruncus_colihominis	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus colihominis	13.259668	95.74	2.293	11556	binsA	SRR22360823	Ruminococcaceae	1227.197928	0.0108048324540522	SRR22360823_bin.11	Anaerotruncus_colihominis_pooled	2843981
47	Anaerotruncus_colihominis	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus colihominis	24.628895	95.74	2.293	11556	binsA	SRR22360830	Ruminococcaceae	1160.43396	0.0212238661129841	SRR22360830_bin.20	Anaerotruncus_colihominis_pooled	2843981
48	Avoscillospira_A_avistercoris	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Avoscillospira_A;s__Avoscillospira_A avistercoris	16.265952	81.57	1.342	7376	binsA	SRR22360829	Oscillospiraceae	1126.756196	0.0144360883550003	SRR22360829_bin.12	Avoscillospira_A_avistercoris_pooled	2256904
49	Avoscillospira_A_avistercoris	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Avoscillospira_A;s__Avoscillospira_A avistercoris	12.999501	81.57	1.342	7376	binsA	SRR22360817	Oscillospiraceae	1099.0693645	0.0118277348271952	SRR22360817_bin.14	Avoscillospira_A_avistercoris_pooled	2256904
50	Avoscillospira_A_avistercoris	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Avoscillospira_A;s__Avoscillospira_A avistercoris	23.362284	81.57	1.342	7376	binsA	SRR22360836	Oscillospiraceae	1203.5544535	0.0194110735347796	SRR22360836_bin.8	Avoscillospira_A_avistercoris_pooled	2256904
51	Bifidobacterium_pullorum_B	concoct_bin.38	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pullorum_B	18.140873	96.67	2.348	29980	binsB	SRR22360835	Bifidobacteriaceae	750.271317	0.0241790837380499	SRR22360835_bin.10	Bifidobacterium_pullorum_B_pooled	2358581
52	Bifidobacterium_pullorum_B	concoct_bin.38	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pullorum_B	305.208632	96.67	2.348	29980	binsB	SRR22360838	Bifidobacteriaceae	2103.445542	0.145099374291288	SRR22360838_bin.4	Bifidobacterium_pullorum_B_pooled	2358581
53	Bifidobacterium_pullorum_B	concoct_bin.38	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pullorum_B	94.100334	96.67	2.348	29980	binsB	SRR22360843	Bifidobacteriaceae	793.533533	0.118583941429984	SRR22360843_bin.10	Bifidobacterium_pullorum_B_pooled	2358581
54	Bifidobacterium_pullorum_B	concoct_bin.38	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pullorum_B	18.999784	96.67	2.348	29980	binsB	SRR22360815	Bifidobacteriaceae	1340.277022	0.0141760126362892	SRR22360815_bin.6	Bifidobacterium_pullorum_B_pooled	2358581
55	Blautia_A_intestinipullorum	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A intestinipullorum	6.170948	84.91	4.43	14579	binsAB	SRR22360816	Lachnospiraceae	521.234779	0.0118390948735982	SRR22360816_bin.26	Blautia_A_intestinipullorum_pooled	2428395
56	Blautia_A_intestinipullorum	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A intestinipullorum	6.777396	84.91	4.43	14579	binsAB	SRR22360833	Lachnospiraceae	855.4609775	0.00792250748807534	SRR22360833_bin.7	Blautia_A_intestinipullorum_pooled	2428395
57	Blautia_A_intestinipullorum	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A intestinipullorum	16.781095	84.91	4.43	14579	binsAB	SRR22360820	Lachnospiraceae	846.75468	0.0198181307955688	SRR22360820_bin.15	Blautia_A_intestinipullorum_pooled	2428395
58	Blautia_ornithocaccae	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia ornithocaccae	43.935691	95.91	0.636	11727	binsAB	SRR22360837	Lachnospiraceae	431.7298985	0.101766616471664	SRR22360837_bin.7	Blautia_ornithocaccae_pooled	2809705
59	Blautia_ornithocaccae	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia ornithocaccae	69.461779	95.91	0.636	11727	binsAB	SRR22360840	Lachnospiraceae	1191.8643445	0.0582799370755067	SRR22360840_bin.8	Blautia_ornithocaccae_pooled	2809705
60	Blautia_ornithocaccae	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia ornithocaccae	24.976324	95.91	0.636	11727	binsAB	SRR22360821	Lachnospiraceae	1747.3231655	0.0142940496029268	SRR22360821_bin.13	Blautia_ornithocaccae_pooled	2809705
61	Blautia_ornithocaccae	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia ornithocaccae	18.585488	95.91	0.636	11727	binsAB	SRR22360818	Lachnospiraceae	1520.1778195	0.0122258644755868	SRR22360818_bin.2	Blautia_ornithocaccae_pooled	2809705
62	Blautia_ornithocaccae	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia ornithocaccae	12.63096	95.91	0.636	11727	binsAB	SRR22360844	Lachnospiraceae	772.148354	0.0163582036205441	SRR22360844_bin.13	Blautia_ornithocaccae_pooled	2809705
63	Blautia_ornithocaccae	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia ornithocaccae	7.075674	95.91	0.636	11727	binsAB	SRR22360833	Lachnospiraceae	855.4609775	0.0082711826560201	SRR22360833_bin.14	Blautia_ornithocaccae_pooled	2809705
64	Blautia_ornithocaccae	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia ornithocaccae	20.745562	95.91	0.636	11727	binsAB	SRR22360831	Lachnospiraceae	1501.589846	0.0138157314097874	SRR22360831_bin.2	Blautia_ornithocaccae_pooled	2809705
65	Blautia_ornithocaccae	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia ornithocaccae	19.690945	95.91	0.636	11727	binsAB	SRR22360825	Lachnospiraceae	952.0109665	0.020683527493798	SRR22360825_bin.9	Blautia_ornithocaccae_pooled	2809705
66	Blautia_sp944380235	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp944380235	1338.091168	99.36	0.318	140648	binsB	SRR22360841	Lachnospiraceae	2279.618064	0.586980419716485	SRR22360841_bin.4	Blautia_sp944380235_pooled	3697978
67	Blautia_sp944380235	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp944380235	11.923856	99.36	0.318	140648	binsB	SRR22360814	Lachnospiraceae	1214.0755	0.0098213463660209	SRR22360814_bin.20	Blautia_sp944380235_pooled	3697978
68	Borkfalkia_excrementigallinarum	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__Borkfalkia excrementigallinarum	104.272282	79.49	1.595	12182	binsA	SRR22360845	Borkfalkiaceae	944.16381	0.11043876168056	SRR22360845_bin.17	Borkfalkia_excrementigallinarum_pooled	1690560
69	Borkfalkia_excrementigallinarum	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__Borkfalkia excrementigallinarum	51.612386	79.49	1.595	12182	binsA	SRR22360823	Borkfalkiaceae	1227.197928	0.0420571000181806	SRR22360823_bin.2	Borkfalkia_excrementigallinarum_pooled	1690560
70	Borkfalkia_excrementipullorum	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__Borkfalkia excrementipullorum	10.7501655	85.75	1.405	11821	binsA	SRR22360814	Borkfalkiaceae	1214.0755	0.00885461035989936	SRR22360814_bin.1	Borkfalkia_excrementipullorum_pooled	2110238
71	Borkfalkia_excrementipullorum	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__Borkfalkia excrementipullorum	16.559378	85.75	1.405	11821	binsA	SRR22360836	Borkfalkiaceae	1203.5544535	0.013758727701804	SRR22360836_bin.3	Borkfalkia_excrementipullorum_pooled	2110238
72	Borkfalkia_sp904373255	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__Borkfalkia sp904373255	22.243633	66.96	0.832	8485	binsA	SRR22360820	Borkfalkiaceae	846.75468	0.0262692767166046	SRR22360820_bin.9	Borkfalkia_sp904373255_pooled	1484708
73	Borkfalkia_sp904373255	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__Borkfalkia sp904373255	101.507301	66.96	0.832	8485	binsA	SRR22360819	Borkfalkiaceae	732.1047085	0.138651342931501	SRR22360819_bin.2	Borkfalkia_sp904373255_pooled	1484708
74	Butyricicoccus_avistercoris	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus avistercoris	12.058892	99.3	0.02	110570	binsB	SRR22360823	Butyricicoccaceae	1227.197928	0.00982636274464114	SRR22360823_bin.12	Butyricicoccus_avistercoris_pooled	2647121
75	Butyricicoccus_avistercoris	bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus avistercoris	53.535484	99.3	0.02	110570	binsB	SRR22360829	Butyricicoccaceae	1126.756196	0.0475129262124776	SRR22360829_bin.18	Butyricicoccus_avistercoris_pooled	2647121
